loss,mae,val_loss,val_mae
0.5963845252990723,0.5146353244781494,0.3837900161743164,0.43731921911239624
0.25596046447753906,0.35150769352912903,0.2073725312948227,0.32714053988456726
0.1689584106206894,0.3007828891277313,0.1496991366147995,0.2860507369041443
0.12957850098609924,0.26212283968925476,0.11514253169298172,0.2488737404346466
0.10774828493595123,0.23941564559936523,0.09996823221445084,0.23132255673408508
0.09956376999616623,0.2270699143409729,0.09837798774242401,0.2277560979127884
0.09298540651798248,0.21719440817832947,0.09676305204629898,0.22353720664978027
0.08769883215427399,0.210683211684227,0.08505308628082275,0.2115403711795807
0.08337584882974625,0.205306738615036,0.0823560282588005,0.20511460304260254
0.0799882784485817,0.19929757714271545,0.07814233750104904,0.19935216009616852
0.07629379630088806,0.19528475403785706,0.07787813246250153,0.1990182250738144
0.07671546190977097,0.19559653103351593,0.0823783129453659,0.20233961939811707
0.07162200659513474,0.1884814351797104,0.07689501345157623,0.19666798412799835
0.0723421722650528,0.18864205479621887,0.07120966911315918,0.190326526761055
0.06562209129333496,0.17993219196796417,0.0632961168885231,0.18040169775485992
0.06161150708794594,0.17362532019615173,0.06065988540649414,0.1759195774793625
0.06009698659181595,0.16996829211711884,0.06081753224134445,0.17798805236816406
0.05909789353609085,0.16929705440998077,0.057444896548986435,0.1736612468957901
0.05671360716223717,0.16648367047309875,0.05711166188120842,0.16903802752494812
0.05749073624610901,0.1690959632396698,0.057173553854227066,0.17562024295330048
0.05415112152695656,0.1605045646429062,0.05747083202004433,0.172599658370018
0.05350753664970398,0.159698948264122,0.05317147448658943,0.16250576078891754
0.05112680047750473,0.15687957406044006,0.050298016518354416,0.15946410596370697
0.04998769983649254,0.15397199988365173,0.049918632954359055,0.16265162825584412
0.049660004675388336,0.15538586676120758,0.04839026555418968,0.1561056226491928
0.04915706813335419,0.153306245803833,0.04804883524775505,0.1572684943675995
0.047680824995040894,0.15000766515731812,0.04641128331422806,0.15113230049610138
0.048657190054655075,0.15259596705436707,0.04733177274465561,0.15629573166370392
0.046476103365421295,0.1490394026041031,0.045672062784433365,0.1490992158651352
0.04605922847986221,0.14769956469535828,0.05054371803998947,0.16242919862270355
0.04900842159986496,0.1555551141500473,0.04802015423774719,0.15251930058002472
0.0464121513068676,0.149296835064888,0.0486634261906147,0.1543872356414795
0.044270530343055725,0.14502385258674622,0.044146694242954254,0.14548659324645996
0.04462442174553871,0.14714550971984863,0.04500703141093254,0.14926879107952118
0.04423554241657257,0.1449958235025406,0.04437807574868202,0.148827463388443
0.043137047439813614,0.1438608467578888,0.04597902297973633,0.1495186984539032
0.04314085841178894,0.14330987632274628,0.043576452881097794,0.14599360525608063
0.04286902770400047,0.14402785897254944,0.044344257563352585,0.14629638195037842
0.04295350983738899,0.14406649768352509,0.04334819316864014,0.1454242467880249
0.04116910696029663,0.1390485167503357,0.043060142546892166,0.14348499476909637
0.04166261851787567,0.1400083750486374,0.044579070061445236,0.14569269120693207
0.04116446524858475,0.14002111554145813,0.04521825909614563,0.14745131134986877
0.0412515327334404,0.13916535675525665,0.043773747980594635,0.1493385136127472
0.040823742747306824,0.1396295428276062,0.04261267930269241,0.14198370277881622
0.043470147997140884,0.14436891674995422,0.04304001107811928,0.14490418136119843
0.041899628937244415,0.14225994050502777,0.04245033487677574,0.14548929035663605
0.040207639336586,0.13941547274589539,0.043035440146923065,0.14760327339172363
0.04042438045144081,0.13887210190296173,0.04945334419608116,0.15575440227985382
0.04293270409107208,0.14386363327503204,0.0465119294822216,0.15222986042499542
0.04145824909210205,0.1418016403913498,0.04301675781607628,0.14502036571502686
0.03921302780508995,0.13746823370456696,0.043305039405822754,0.14415264129638672
0.03894121199846268,0.1357482224702835,0.043340958654880524,0.1467975229024887
0.04043304920196533,0.13927605748176575,0.04384700581431389,0.14332519471645355
0.03966805338859558,0.13794785737991333,0.04294797405600548,0.14537771046161652
0.039616961032152176,0.13964399695396423,0.044901855289936066,0.15402600169181824
0.04096171632409096,0.14340411126613617,0.04399837926030159,0.14897982776165009
0.03932013362646103,0.1380585879087448,0.04417484998703003,0.14869143068790436
0.03938421979546547,0.138967365026474,0.043440137058496475,0.14515908062458038
0.03835006803274155,0.13630466163158417,0.04313930496573448,0.14477798342704773
0.037067390978336334,0.13264280557632446,0.04202001541852951,0.14085574448108673
0.03755519539117813,0.13299782574176788,0.04902089014649391,0.15187235176563263
0.039519648998975754,0.1398155689239502,0.0407428964972496,0.1402888000011444
0.039059657603502274,0.1370851695537567,0.046174902468919754,0.14933352172374725
0.038643911480903625,0.13815610110759735,0.042562585324048996,0.14413101971149445
0.03684946522116661,0.13267557322978973,0.04173604026436806,0.14236921072006226
0.03721396252512932,0.13186748325824738,0.04113569110631943,0.1414758414030075
0.03647474944591522,0.1328454315662384,0.04310004040598869,0.14601662755012512
0.036846619099378586,0.132980078458786,0.042383164167404175,0.14296044409275055
0.036549653857946396,0.13157658278942108,0.0430915541946888,0.14316901564598083
0.03701923415064812,0.13355201482772827,0.04225369170308113,0.14514073729515076
0.036229975521564484,0.1311606466770172,0.04800708219408989,0.15272453427314758
0.03703092783689499,0.13433854281902313,0.04247836396098137,0.14550529420375824
0.036666832864284515,0.13443732261657715,0.04579505696892738,0.149992436170578
0.0354953408241272,0.13065147399902344,0.04320654645562172,0.14378328621387482
0.035569220781326294,0.13141994178295135,0.04284057021141052,0.1463896483182907
0.03652150556445122,0.13372664153575897,0.042571742087602615,0.14719577133655548
0.03590007871389389,0.13078360259532928,0.04097210615873337,0.14042039215564728
0.03549183905124664,0.131147563457489,0.041078872978687286,0.14050737023353577
0.03622053191065788,0.13214316964149475,0.04503759369254112,0.14863348007202148
0.03621915727853775,0.13314267992973328,0.043226901441812515,0.14670874178409576
0.03724038600921631,0.13515782356262207,0.04398529976606369,0.14847855269908905
0.03553197160363197,0.13203474879264832,0.04415160045027733,0.14541710913181305
0.03411919251084328,0.12766841053962708,0.04261048510670662,0.14614544808864594
0.0343233086168766,0.12773030996322632,0.04451698064804077,0.1469758301973343
0.034585095942020416,0.12930253148078918,0.04172128811478615,0.14289942383766174
0.03491818904876709,0.13043369352817535,0.042753953486680984,0.1445593684911728
0.03617241978645325,0.13291530311107635,0.04174182191491127,0.14370843768119812
0.03389681130647659,0.1285513937473297,0.04177254065871239,0.14312347769737244
0.0334877148270607,0.12680359184741974,0.043993424624204636,0.1455676257610321
0.033966291695833206,0.12750646471977234,0.04388415068387985,0.14552052319049835
0.03296380117535591,0.1252570003271103,0.043657101690769196,0.14598307013511658
0.03259774670004845,0.12495037168264389,0.042613446712493896,0.1462116241455078
0.032960448414087296,0.1263045370578766,0.040913939476013184,0.14103011786937714
0.0320606455206871,0.12315888702869415,0.04236403480172157,0.14368627965450287
0.032800719141960144,0.12524059414863586,0.0456908717751503,0.1515323370695114
0.03348289057612419,0.12797260284423828,0.04301118850708008,0.1479865163564682
0.03361556679010391,0.12778416275978088,0.04183197394013405,0.143600732088089
0.03301917016506195,0.12609679996967316,0.04282783344388008,0.14400556683540344
0.03239300101995468,0.12443092465400696,0.044449251145124435,0.14794158935546875
0.03470427915453911,0.12986542284488678,0.044365186244249344,0.1486501395702362
